marketplace,category,title,price,description,seller,location,date_posted,url,scraped_at
krisha.kz,Квартиры,3-комнатная квартира · 55 м² · 2/5 этаж,47500000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1004385658,2025-09-30 09:37:57
krisha.kz,Квартиры,3-комнатная квартира · 55 м² · 2/5 этаж,47500000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1004385658,2025-09-30 09:37:57
krisha.kz,Квартиры,3-комнатная квартира · 60 м² · 3/5 этаж,48000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005584413,2025-09-30 09:37:57
krisha.kz,Квартиры,3-комнатная квартира · 60 м² · 3/5 этаж,48000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005584413,2025-09-30 09:37:57
krisha.kz,Квартиры,3-комнатная квартира · 59 м² · 1/5 этаж,38500000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1003847375,2025-09-30 09:37:57
krisha.kz,Квартиры,3-комнатная квартира · 59 м² · 1/5 этаж,38500000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1003847375,2025-09-30 09:37:57
krisha.kz,Квартиры,3-комнатная квартира · 74 м² · 4/8 этаж,60000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1003938061,2025-09-30 09:37:57
krisha.kz,Квартиры,3-комнатная квартира · 74 м² · 4/8 этаж,60000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1003938061,2025-09-30 09:37:57
krisha.kz,Квартиры,4-комнатная квартира · 110 м² · 7/8 этаж,63500000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005261166,2025-09-30 09:37:57
krisha.kz,Квартиры,4-комнатная квартира · 110 м² · 7/8 этаж,63500000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005261166,2025-09-30 09:37:57
krisha.kz,Квартиры,1-комнатная квартира · 39.4 м² · 4/8 этаж,35500000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/699808377,2025-09-30 09:37:57
krisha.kz,Квартиры,1-комнатная квартира · 39.4 м² · 4/8 этаж,35500000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/699808377,2025-09-30 09:37:57
krisha.kz,Квартиры,2-комнатная квартира · 44 м² · 2/5 этаж,45000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1003376280,2025-09-30 09:37:57
krisha.kz,Квартиры,2-комнатная квартира · 44 м² · 2/5 этаж,45000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1003376280,2025-09-30 09:37:57
krisha.kz,Квартиры,3-комнатная квартира · 57.2 м² · 5/5 этаж,40000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005169035,2025-09-30 09:37:57
krisha.kz,Квартиры,3-комнатная квартира · 57.2 м² · 5/5 этаж,40000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005169035,2025-09-30 09:37:57
krisha.kz,Квартиры,3-комнатная квартира · 66.4 м² · 5/5 этаж,38000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/693957384,2025-09-30 09:37:57
krisha.kz,Квартиры,3-комнатная квартира · 66.4 м² · 5/5 этаж,38000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/693957384,2025-09-30 09:37:57
krisha.kz,Квартиры,2-комнатная квартира · 45 м² · 4/5 этаж,27500000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005775620,2025-09-30 09:37:58
krisha.kz,Квартиры,2-комнатная квартира · 45 м² · 4/5 этаж,27500000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005775620,2025-09-30 09:37:58
krisha.kz,Квартиры,4-комнатная квартира · 76 м² · 5/5 этаж,52000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1002426534,2025-09-30 09:37:58
krisha.kz,Квартиры,4-комнатная квартира · 76 м² · 5/5 этаж,52000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1002426534,2025-09-30 09:37:58
krisha.kz,Квартиры,3-комнатная квартира · 63 м² · 5/5 этаж,37000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005433460,2025-09-30 09:37:58
krisha.kz,Квартиры,3-комнатная квартира · 63 м² · 5/5 этаж,37000000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005433460,2025-09-30 09:37:58
krisha.kz,Квартиры,1-комнатная квартира · 31.6 м² · 5/5 этаж,29999000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1002435277,2025-09-30 09:37:58
krisha.kz,Квартиры,1-комнатная квартира · 31.6 м² · 5/5 этаж,29999000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1002435277,2025-09-30 09:37:58
krisha.kz,Квартиры,2-комнатная квартира · 45 м² · 4/5 этаж,27500000,Сохранить в подборку,Не указан,Алматы,Не указано,https://krisha.kz/a/show/1005775702,2025-09-30 09:37:58
